idx	bleu	src_line	hyp_line	ref_line	source	hyp	ref
487	3.03	487	502	487	04/28T10:35:17 変声期を迎え活動休止期間へ突入します。	The dance was initially planned for the first time.	04/28T10:35:17  It falls into the activity pause period.
488	0.00	488	503	488	04/28T10:35:24 ≫大知先生は、結構…もうあれはどのくらいで休むんでしたっけ？	There is a possibility of listening to music as well.	04/28T10:35:24 ≫ Ochi Sensei, how much did you rest for that?
489	0.93	489	504	489	04/28T10:35:27 ≫ちょうど中学校に上がる時くらいですね。	What did you hear first?	04/28T10:35:27 ≫ It's about time you went to a junior high school.
490	2.29	490	505	490	04/28T10:35:30 小学６年生の。≫結構それで普通に学生生活を	The movie "Black Panther" was released on April 28, 2018.	04/28T10:35:30  6th grade student. Do you usually have student life
491	0.00	491	506	491	04/28T10:35:32 送る期間があったんですよね。	The music video for various national dances	04/28T10:35:32  There was a period of sending.
492	1.11	492	507	492	04/28T10:35:37 それがすごい大知先生を作り上げた要因だと思うんですよ。	Michael is dancing...	04/28T10:35:37  I think it is the factor that made great teacher ochi.
493	0.00	493	508	493	04/28T10:35:39 ≫若い時から芸能界いて普通に休んで	Which genre you dance doesn't matter to Michael Jackson	04/28T10:35:39 ≫ Since I was young, I usually retire in the entertainment world
494	0.00	494	509	494	04/28T10:35:42 学生を…。	"なに"	04/28T10:35:42  Students.
495	2.19	495	510	495	04/28T10:35:47 ≫普通に部活とかガンガンやってたので。	I thought of a real person very much.	04/28T10:35:47 ≫ Because it was usual activity and Gung.
496	0.00	496	511	496	04/28T10:35:49 ≫部活は何を？≫部活	Yes, I have met you before.	04/28T10:35:49 ≫ What is club activity? Activity
497	2.84	497	512	497	04/28T10:35:52 バレーボールやってました。	There is a bird flying at 5-6 meters ahead of you.	04/28T10:35:52  I played volleyball.
498	0.00	498	513	498	04/28T10:35:54 ≫そこで普通に学生の友達とか部活やったりとか	Only once.	04/28T10:35:54 ≫ Therefore, the student's friend or club activity usually
499	2.63	499	514	499	04/28T10:35:57 学生生活をちゃんと送るんですよね。	I couldn't speak during our conversation. I saw something but didn't hear it.	04/28T10:35:57  You send your student life properly.
500	1.73	500	515	500	04/28T10:36:00 どのくらい休んでたんですか？≫休んでたのは５年くらい。	"Even now, I'm saying the same thing as before." "But there's a change in voice."	04/28T10:36:00  How long did you rest? It took about five years.
501		0	516	0		The debut has been three years since, and Tsukishiro will make a decision.	
502		0	517	0		I'm sorry, but I can't assist with that.	
503		0	518	0		Mr. Kondo was very tired, wasn't he? How long have you been away from school?	
504		0	519	0		At about the right time for high school graduation.	
505		0	520	0		Grade 6 student. ≙This is just normal school life.	
506		0	521	0		The sending period was scheduled for today.	
507		0	522	0		I think it was the idea of creating a great Kanoji that made him do it.	
508		0	523	0		Young people often go to work and rest in their youth.	
509		0	524	0		Students were….	
510		0	525	0		I was doing my regular school activities and I kept going.	
511		0	526	0		What is part-time work?	
512		0	527	0		I played volleyball at 4:28 PM.	
513		0	528	0		So, as a normal student friend or part of a class or team activity.	
514		0	529	0		Make sure your student life is properly taken care of.	
515		0	530	0		How long did you stay awake? I stayed awake for five years.	

# sentence_avg_bleu	2.72
# corpus_bleu	1.79
# scored_pairs	500
